CustomerID,TotalOrders,ActiveMonth,AvgOrderValue,Recency,PurchaseFrequency
12569.0,28,9,107.12750000000001,2,3.0
12571.0,2,2,519.725,39,1.0
12572.0,2,2,345.01,8,1.0
12573.0,1,1,150.59,227,1.0
12574.0,1,1,162.55,315,1.0
12576.0,5,5,292.928,35,1.0
12577.0,3,2,190.21666666666667,35,1.5
12578.0,2,2,1130.255,21,1.0
12579.0,1,1,329.12,78,1.0
12580.0,1,1,379.7,246,1.0
12581.0,1,1,509.28,39,1.0
12582.0,2,2,167.49,238,1.0
12583.0,15,12,599.0106666666667,2,1.25
12584.0,8,7,177.625,3,1.1428571428571428
12585.0,2,2,661.825,234,1.0
12586.0,1,1,186.54000000000002,17,1.0
12587.0,1,1,104.0,7,1.0
12588.0,1,1,238.95,39,1.0
12589.0,2,2,702.56,28,1.0
12590.0,1,1,2319.418999999997,211,1.0
12591.0,1,1,646.2,317,1.0
12592.0,2,2,198.25,92,1.0
12593.0,3,2,127.36666666666667,108,1.5
12594.0,9,9,337.7355555555556,37,1.0
12596.0,2,2,166.95,51,1.0
12597.0,4,4,1174.485,19,1.0
12598.0,7,5,789.3928571428571,9,1.4
12599.0,7,6,152.09,29,1.1666666666666667
12600.0,10,9,356.05300000000005,28,1.1111111111111112
12601.0,5,5,82.642,189,1.0
12602.0,1,1,387.66,58,1.0
12604.0,2,2,118.09,79,1.0
12607.0,1,1,2319.418999999997,60,1.0
12609.0,3,3,614.1766666666667,78,1.0
12610.0,4,3,369.90999999999997,22,1.3333333333333333
12611.0,1,1,943.96,52,1.0
12612.0,1,1,664.5300000000001,74,1.0
12613.0,4,3,742.9975,57,1.3333333333333333
12614.0,1,1,218.15,277,1.0
12615.0,4,4,547.8175,2,1.0
12616.0,2,2,308.79999999999995,95,1.0
12617.0,1,1,333.08,29,1.0
12618.0,1,1,121.41,21,1.0
12619.0,8,6,409.63375,16,1.3333333333333333
12620.0,3,3,399.31333333333333,14,1.0
12621.0,20,12,772.1389999999999,1,1.6666666666666667
12622.0,1,1,619.25,232,1.0
12623.0,1,1,1076.4,276,1.0
12624.0,2,2,246.39,106,1.0
12625.0,2,2,972.885,211,1.0
12626.0,9,6,577.7888888888889,23,1.5
12627.0,6,5,756.3766666666667,10,1.2
12628.0,3,3,300.8433333333333,4,1.0
12630.0,2,2,648.71,9,1.0
12631.0,1,1,396.0,57,1.0
12633.0,4,4,496.1825,58,1.0
12635.0,2,2,1060.96,89,1.0
12637.0,8,6,776.12125,67,1.3333333333333333
12638.0,1,1,1019.18,33,1.0
12639.0,1,1,325.3,238,1.0
12640.0,3,2,203.17666666666665,23,1.5
12641.0,1,1,128.9,115,1.0
12642.0,3,3,268.98333333333335,25,1.0
12643.0,6,4,247.24,128,1.5
12644.0,1,1,427.65,129,1.0
12645.0,4,4,485.175,33,1.0
12646.0,2,2,543.685,4,1.0
12647.0,12,8,226.70833333333334,22,1.5
12648.0,1,1,255.3,154,1.0
12649.0,3,2,182.62666666666667,107,1.5
12650.0,1,1,484.88000000000005,3,1.0
12651.0,1,1,228.0,334,1.0
12652.0,1,1,732.28,331,1.0
12653.0,2,2,574.585,148,1.0
12654.0,5,3,99.866,10,1.6666666666666667
12656.0,5,5,2072.896,17,1.0
12657.0,3,2,241.68666666666664,11,1.5
12658.0,1,1,535.4,18,1.0
12659.0,1,1,56.13,29,1.0
12660.0,1,1,221.25,11,1.0
12662.0,11,10,411.22545454545457,1,1.1
12664.0,9,7,445.4533333333333,8,1.2857142857142858
12665.0,1,1,45.0,324,1.0
12667.0,1,1,1230.69,58,1.0
12668.0,4,4,768.9125,11,1.0
12669.0,2,2,853.0899999999999,150,1.0
12670.0,5,4,866.3879999999999,10,1.25
12672.0,1,1,162.29999999999998,329,1.0
12673.0,2,2,416.055,5,1.0
12674.0,4,4,1366.43,38,1.0
12676.0,6,6,313.44,24,1.0
12678.0,9,8,704.2344444444444,42,1.125
12679.0,4,4,195.74,58,1.0
12680.0,4,3,210.46999999999997,1,1.3333333333333333
12681.0,22,10,593.5954545454546,14,2.2
12682.0,31,13,480.5993548387097,3,2.3846153846153846
12683.0,14,9,500.7128571428571,4,1.5555555555555556
12684.0,6,5,307.71,7,1.2
12685.0,6,3,587.72,28,2.0
12686.0,1,1,71.14,368,1.0
12688.0,1,1,2319.418999999997,113,1.0
12689.0,2,2,510.105,25,1.0
12690.0,1,1,235.11,205,1.0
12691.0,5,5,320.65,28,1.0
12693.0,4,4,166.115,127,1.0
12694.0,2,2,241.35999999999999,70,1.0
12695.0,4,4,88.27250000000001,7,1.0
12697.0,3,3,909.1133333333333,28,1.0
12700.0,4,4,1677.145,7,1.0
12701.0,2,2,329.06000000000006,79,1.0
12702.0,1,1,804.0,19,1.0
12703.0,1,1,265.55,71,1.0
12704.0,8,5,288.16125,7,1.6
12705.0,8,7,880.57625,15,1.1428571428571428
12707.0,1,1,835.0400000000001,291,1.0
12708.0,10,9,482.863,29,1.1111111111111112
12709.0,15,10,1220.0273333333332,15,1.5
12710.0,3,3,602.3966666666666,96,1.0
12712.0,13,10,241.31,28,1.3
12713.0,1,1,722.85,1,1.0
12714.0,5,5,1643.3700000000001,9,1.0
12715.0,1,1,263.36,106,1.0
12716.0,2,2,622.025,3,1.0
12717.0,2,2,387.015,151,1.0
12718.0,1,1,182.35,71,1.0
12719.0,2,2,383.25,5,1.0
12720.0,25,13,258.8772,2,1.9230769230769231
12721.0,6,6,357.395,31,1.0
12722.0,2,2,519.235,114,1.0
12723.0,4,3,162.53500000000003,3,1.3333333333333333
12724.0,4,4,305.27750000000003,5,1.0
12725.0,1,1,371.8,368,1.0
12726.0,7,7,613.4342857142857,28,1.0
12727.0,7,6,500.7285714285714,10,1.1666666666666667
12728.0,4,4,163.495,71,1.0
12729.0,1,1,360.71000000000004,113,1.0
12731.0,12,10,884.6125000000001,23,1.2
12732.0,1,1,1908.0900000000001,179,1.0
12733.0,1,1,299.8,234,1.0
12734.0,1,1,110.39999999999999,352,1.0
12735.0,2,1,865.5949999999999,315,2.0
12736.0,1,1,104.94,332,1.0
12738.0,1,1,110.4,368,1.0
12739.0,1,1,544.08,99,1.0
12740.0,1,1,367.75,63,1.0
12743.0,2,1,209.465,134,2.0
12744.0,4,4,1601.755,56,1.0
12747.0,11,9,343.4472727272727,2,1.2222222222222223
12748.0,202,13,167.75950495049503,1,3.0
12749.0,5,4,1569.152,3,1.25
12750.0,1,1,184.98,128,1.0
12752.0,1,1,2250.29,81,1.0
12753.0,6,6,2162.2183333333332,22,1.0
12754.0,3,3,103.88,235,1.0
12755.0,2,2,38.224999999999994,280,1.0
12756.0,1,1,73.83,86,1.0
12757.0,8,5,585.89625,15,1.6
12758.0,2,2,2319.418999999997,116,1.0
12759.0,3,3,432.21333333333337,52,1.0
12762.0,2,2,695.425,7,1.0
12763.0,2,2,398.38,138,1.0
12764.0,1,1,952.88,316,1.0
12766.0,7,7,1700.1171428571429,3,1.0
12769.0,1,1,869.4,238,1.0
12770.0,1,1,394.2,210,1.0
12772.0,1,1,615.3199999999999,59,1.0
12775.0,5,5,212.26799999999997,17,1.0
12778.0,6,5,140.90666666666667,19,1.2
12779.0,8,8,357.3925,37,1.0
12781.0,2,2,356.13,63,1.0
12782.0,5,5,473.588,4,1.0
12783.0,4,4,374.1025,2,1.0
12784.0,1,1,455.46999999999997,15,1.0
12785.0,1,1,239.0,364,1.0
12787.0,3,3,170.06,9,1.0
12790.0,1,1,199.42000000000002,192,1.0
12791.0,1,1,49.95,368,1.0
12792.0,1,1,329.59,256,1.0
12793.0,2,2,388.13,334,1.0
12794.0,2,2,414.63,53,1.0
12795.0,1,1,144.63,18,1.0
12797.0,1,1,206.13,365,1.0
12798.0,3,3,75.42,10,1.0
12802.0,1,1,1590.32,186,1.0
12808.0,3,3,182.36666666666667,36,1.0
12809.0,1,1,343.41,177,1.0
12811.0,2,2,217.05,261,1.0
12812.0,1,1,229.64000000000001,44,1.0
12814.0,1,1,48.33,101,1.0
12815.0,2,2,355.305,147,1.0
12816.0,2,2,182.7,95,1.0
12817.0,1,1,126.03999999999999,281,1.0
12818.0,1,1,400.44,261,1.0
12820.0,4,4,286.125,3,1.0
12821.0,1,1,151.44,214,1.0
12822.0,2,1,417.54,70,2.0
12824.0,1,1,316.42,59,1.0
12826.0,7,6,206.59,2,1.1666666666666667
12827.0,3,3,214.1833333333333,5,1.0
12828.0,6,4,285.12666666666667,2,1.5
12829.0,2,2,44.699999999999996,336,1.0
12830.0,6,4,185.76000000000002,37,1.5
12831.0,1,1,173.35,262,1.0
12832.0,2,2,240.88,32,1.0
12833.0,1,1,584.0600000000001,145,1.0
12834.0,1,1,201.08,282,1.0
12836.0,4,4,424.20000000000005,59,1.0
12837.0,1,1,117.5,173,1.0
12838.0,2,2,405.40500000000003,33,1.0
12839.0,14,10,405.27642857142854,2,1.4
12840.0,4,4,1076.185,143,1.0
12841.0,25,13,349.7784,4,1.9230769230769231
12842.0,2,2,417.245,70,1.0
12843.0,7,4,512.3314285714285,159,1.75
12844.0,2,2,512.74,29,1.0
12845.0,4,2,66.01,267,2.0
12847.0,1,1,746.89,22,1.0
12849.0,2,2,419.87,31,1.0
12851.0,1,1,209.82,96,1.0
12852.0,1,1,264.15000000000003,294,1.0
12853.0,5,3,261.37,134,1.6666666666666667
12854.0,3,3,367.3433333333333,78,1.0
12855.0,1,1,38.1,368,1.0
12856.0,6,3,569.6616666666667,7,2.0
12857.0,2,2,415.57500000000005,210,1.0
12863.0,1,1,128.64,52,1.0
12864.0,1,1,80.88,138,1.0
12865.0,2,2,937.22,26,1.0
12866.0,1,1,344.92,283,1.0
12867.0,7,7,1033.7,26,1.0
12868.0,6,5,255.785,185,1.2
12871.0,2,2,129.12,84,1.0
12872.0,2,2,270.435,326,1.0
12873.0,1,1,206.54999999999998,282,1.0
12875.0,2,2,22.636499999999998,143,1.0
12876.0,2,2,731.985,57,1.0
12877.0,12,11,147.59083333333334,3,1.0909090909090908
12878.0,2,2,943.455,236,1.0
12879.0,3,2,124.67333333333333,44,1.5
12881.0,1,1,69.0,275,1.0
12882.0,2,1,1334.25,9,2.0
12883.0,4,2,178.8375,24,2.0
12884.0,1,1,107.25,88,1.0
12885.0,3,2,325.74,63,1.5
12886.0,2,2,548.985,67,1.0
12888.0,2,2,134.64,214,1.0
12890.0,1,1,366.76,24,1.0
12891.0,3,3,22.636499999999998,185,1.0
12893.0,1,1,176.55,30,1.0
12895.0,2,2,167.525,42,1.0
12897.0,2,2,89.4,204,1.0
12901.0,28,10,105.84,8,2.8
12902.0,1,1,175.56,264,1.0
12904.0,2,2,179.23,18,1.0
12906.0,5,2,377.07,11,2.5
12908.0,2,2,22.636499999999998,176,1.0
12909.0,5,4,369.71999999999997,39,1.25
12910.0,8,6,353.37875,23,1.3333333333333333
12912.0,5,3,313.02,2,1.6666666666666667
12913.0,5,5,403.04,4,1.0
12915.0,2,2,100.525,148,1.0
12916.0,4,4,1040.185,138,1.0
12917.0,1,1,267.3,128,1.0
12919.0,6,5,629.39,8,1.2
12920.0,1,1,117.42,17,1.0
12921.0,37,11,591.4278378378378,9,3.0
12922.0,1,1,398.36,161,1.0
12923.0,1,1,152.92,64,1.0
12924.0,4,4,195.51,88,1.0
12925.0,2,2,321.98,4,1.0
12928.0,5,5,379.37600000000003,35,1.0
12929.0,1,1,70.95,311,1.0
12930.0,2,2,200.47500000000002,78,1.0
12931.0,15,8,217.75266666666667,21,1.875
12933.0,3,3,173.15666666666667,24,1.0
12935.0,7,6,315.15999999999997,2,1.1666666666666667
12936.0,4,2,253.625,17,2.0
12937.0,4,4,447.0325,15,1.0
12938.0,1,1,108.05,25,1.0
12939.0,8,6,485.145,64,1.3333333333333333
12940.0,2,2,434.89,54,1.0
12942.0,3,3,235.4266666666667,131,1.0
12944.0,2,2,259.905,35,1.0
12945.0,1,1,303.40000000000003,288,1.0
12947.0,6,5,246.91333333333333,143,1.2
12948.0,7,5,368.15285714285716,16,1.4
12949.0,8,4,836.03125,30,2.0
12950.0,3,2,254.75333333333333,2,1.5
12951.0,6,5,184.33666666666667,8,1.2
12952.0,4,3,330.52750000000003,5,1.3333333333333333
12953.0,1,1,384.90000000000003,9,1.0
12955.0,11,8,598.7645454545454,1,1.375
12956.0,1,1,224.01,306,1.0
12957.0,8,6,804.61,9,1.3333333333333333
12962.0,2,2,120.44500000000002,7,1.0
12963.0,8,5,201.82375000000002,8,1.6
12965.0,1,1,1161.22,89,1.0
12966.0,1,1,295.36,9,1.0
12967.0,2,1,446.15,358,2.0
12968.0,1,1,126.0,112,1.0
12970.0,4,2,80.34750000000001,7,2.0
12971.0,86,13,135.74232558139536,3,3.0
12974.0,1,1,77.15,197,1.0
12976.0,1,1,421.05,211,1.0
12977.0,1,1,22.636499999999998,156,1.0
12980.0,7,5,169.63714285714286,176,1.4
12981.0,2,2,186.11,29,1.0
12982.0,1,1,387.03,242,1.0
12984.0,1,1,97.5,18,1.0
12985.0,2,2,1554.8799999999999,1,1.0
12987.0,2,2,196.225,73,1.0
12988.0,1,1,572.34,292,1.0
12989.0,15,11,273.07466666666664,3,1.3636363636363635
12990.0,3,3,134.54999999999998,31,1.0
12991.0,2,2,242.105,23,1.0
12993.0,4,4,103.69,23,1.0
12994.0,3,3,260.84,4,1.0
12995.0,1,1,158.49,85,1.0
12997.0,4,4,466.77500000000003,22,1.0
12999.0,2,2,154.44,205,1.0
13000.0,3,3,140.43666666666667,106,1.0
13001.0,13,9,602.2484615384615,4,1.4444444444444444
13002.0,1,1,110.99999999999999,318,1.0
13003.0,3,3,60.616666666666674,105,1.0
13004.0,17,11,385.3129411764706,11,1.5454545454545454
13005.0,2,2,200.275,173,1.0
13006.0,1,1,22.636499999999998,56,1.0
13008.0,1,1,229.46999999999997,323,1.0
13011.0,1,1,50.550000000000004,368,1.0
13012.0,7,5,223.78285714285715,9,1.4
13013.0,13,9,427.57538461538456,1,1.4444444444444444
13014.0,9,6,332.5422222222222,10,1.5
13015.0,5,3,532.8860000000001,53,1.6666666666666667
13016.0,3,2,236.4466666666667,73,1.5
13017.0,1,1,114.75,7,1.0
13018.0,28,10,405.0703571428571,16,2.8
13021.0,9,7,633.8544444444445,4,1.2857142857142858
13023.0,2,2,225.19500000000002,64,1.0
13026.0,5,5,280.548,1,1.0
13027.0,6,5,54.00000000000001,113,1.2
13028.0,2,2,315.9,22,1.0
13029.0,2,2,103.89999999999999,30,1.0
13030.0,2,2,404.975,11,1.0
13032.0,2,2,367.96500000000003,52,1.0
13033.0,1,1,190.55,357,1.0
13034.0,2,2,627.8199999999999,54,1.0
13035.0,2,2,362.79,73,1.0
13037.0,3,3,317.79,138,1.0
13038.0,3,3,297.15333333333336,80,1.0
13040.0,2,2,490.12,8,1.0
13043.0,1,1,212.32999999999998,273,1.0
13044.0,1,1,783.44,291,1.0
13045.0,1,1,305.28000000000003,99,1.0
13046.0,2,2,209.555,30,1.0
13047.0,10,8,309.309,31,1.25
13048.0,4,4,567.88,14,1.0
13049.0,2,2,241.815,64,1.0
13050.0,17,10,356.36823529411765,14,1.7
13052.0,1,1,245.44,212,1.0
13055.0,3,2,375.67,78,1.5
13058.0,3,3,147.25000000000003,24,1.0
13059.0,1,1,85.65,249,1.0
13060.0,1,1,243.93,253,1.0
13061.0,1,1,200.31,72,1.0
13062.0,1,1,71.37,191,1.0
13064.0,4,4,403.02,12,1.0
13065.0,1,1,138.41,368,1.0
13066.0,2,1,248.53,24,2.0
13067.0,1,1,183.22,82,1.0
13068.0,2,2,46.44,10,1.0
13069.0,24,13,276.59791666666666,1,1.8461538461538463
13070.0,1,1,228.8,192,1.0
13072.0,1,1,177.15,266,1.0
13075.0,1,1,798.24,129,1.0
13077.0,4,3,702.4575,1,1.3333333333333333
13078.0,26,13,748.3242307692308,3,2.0
13079.0,5,4,66.6,4,1.25
13080.0,1,1,522.72,179,1.0
13081.0,11,7,2319.418999999997,11,1.5714285714285714
13082.0,8,6,227.58625,126,1.3333333333333333
13083.0,2,2,197.12,4,1.0
13085.0,2,2,173.28000000000003,157,1.0
13089.0,89,13,702.6951685393259,2,3.0
13090.0,13,10,425.08,8,1.3
13091.0,1,1,1307.92,28,1.0
13092.0,5,5,54.186,70,1.0
13093.0,8,4,1396.1875,275,2.0
13094.0,12,10,99.585,21,1.2
13095.0,1,1,68.31,70,1.0
13097.0,10,9,891.509,32,1.1111111111111112
13098.0,28,12,1037.2132142857142,1,2.3333333333333335
13099.0,1,1,22.636499999999998,99,1.0
13101.0,1,1,76.03,234,1.0
13102.0,24,12,304.59125,1,2.0
13103.0,1,1,425.82,39,1.0
13104.0,6,6,221.84500000000003,3,1.0
13106.0,1,1,76.5,133,1.0
13107.0,4,4,442.235,44,1.0
13108.0,1,1,180.89,368,1.0
13109.0,2,2,569.09,59,1.0
13110.0,7,5,155.85142857142858,31,1.4
13113.0,24,11,358.71125,1,2.1818181818181817
13115.0,4,3,967.1125,11,1.3333333333333333
13116.0,1,1,582.58,138,1.0
13117.0,8,7,109.10375,21,1.1428571428571428
13118.0,5,4,486.10200000000003,19,1.25
13120.0,1,1,30.599999999999998,238,1.0
13121.0,1,1,271.7,269,1.0
13122.0,2,2,421.08,94,1.0
13124.0,3,3,1387.1133333333335,89,1.0
13126.0,8,6,370.84625,4,1.3333333333333333
13127.0,1,1,259.17,77,1.0
13130.0,1,1,64.0,94,1.0
13131.0,3,3,280.95,23,1.0
13132.0,1,1,60.3,261,1.0
13133.0,2,2,39.975,273,1.0
13134.0,4,3,361.805,85,1.3333333333333333
13135.0,1,1,22.636499999999998,196,1.0
13136.0,5,4,478.70200000000006,56,1.25
13137.0,8,7,835.075,10,1.1428571428571428
13138.0,6,6,157.74833333333333,22,1.0
13139.0,7,5,754.6942857142857,16,1.4
13140.0,3,2,326.99,108,1.5
13141.0,5,4,528.678,84,1.25
13142.0,1,1,999.76,19,1.0
13144.0,1,1,47.2,332,1.0
13145.0,3,3,181.64000000000001,39,1.0
13146.0,1,1,457.82,26,1.0
13147.0,4,3,126.22500000000001,10,1.3333333333333333
13148.0,11,6,429.8445454545454,29,1.8333333333333333
13149.0,4,4,327.6075,14,1.0
13151.0,1,1,796.22,295,1.0
13153.0,1,1,664.86,5,1.0
13155.0,4,4,304.78,33,1.0
13157.0,4,4,392.1,49,1.0
13158.0,4,4,299.7925,94,1.0
13159.0,4,3,308.74,8,1.3333333333333333
13160.0,1,1,75.89999999999999,22,1.0
13161.0,1,1,191.5,313,1.0
13162.0,4,4,527.6025,122,1.0
13165.0,2,2,356.215,46,1.0
13166.0,1,1,349.6,283,1.0
13167.0,4,4,261.485,18,1.0
13168.0,4,4,317.77250000000004,36,1.0
13169.0,2,2,193.48,63,1.0
13170.0,1,1,214.2,26,1.0
13171.0,3,3,121.02,21,1.0
13173.0,2,2,175.775,4,1.0
13174.0,3,3,1030.4033333333334,16,1.0
13176.0,1,1,389.0,46,1.0
13177.0,1,1,282.45,64,1.0
13178.0,11,8,569.7554545454545,26,1.375
13182.0,1,1,121.18,45,1.0
13183.0,9,8,373.6622222222222,7,1.125
13184.0,10,6,229.12800000000001,14,1.6666666666666667
13185.0,1,1,214.20000000000002,267,1.0
13186.0,3,3,634.1033333333334,39,1.0
13187.0,1,1,1078.14,337,1.0
13188.0,1,1,99.60000000000001,11,1.0
13189.0,2,2,112.125,18,1.0
13192.0,2,2,653.38,95,1.0
13193.0,1,1,160.26,61,1.0
13194.0,1,1,60.7,135,1.0
13196.0,4,3,426.0075,11,1.3333333333333333
13198.0,6,6,537.2333333333333,10,1.0
13199.0,37,13,191.10054054054055,3,2.8461538461538463
13200.0,4,3,215.6725,19,1.3333333333333333
13203.0,4,4,441.27500000000003,9,1.0
13207.0,2,2,223.89000000000004,15,1.0
13208.0,6,5,186.04333333333332,58,1.2
13209.0,8,6,647.39125,30,1.3333333333333333
13210.0,1,1,327.02,93,1.0
13211.0,3,3,421.4866666666667,10,1.0
13212.0,3,2,549.7933333333333,19,1.5
13213.0,5,4,261.27200000000005,56,1.25
13216.0,1,1,447.84000000000003,267,1.0
13217.0,3,2,129.03,122,1.5
13218.0,1,1,62.42999999999999,127,1.0
13220.0,4,4,168.21,78,1.0
13221.0,2,2,285.355,240,1.0
