StockCode,YearMonth,MonthlyQuantity,AvgUnitPrice,HolidayCount,MonthlyRevenue,lag1_quantity,lag2_quantity,lag3_quantity,rolling_mean_3,GrowthRate,Month,LagRevenue1,LagRevenue2,LagRevenue3
10135,2011-03,106,1.1745454545454546,7,110.09,100.0,506.0,278.0,294.6666666666667,0.06000000000000005,3,103.27,269.79,164.07
10135,2011-04,33,1.25,2,41.25,106.0,100.0,506.0,237.33333333333334,-0.6886792452830188,4,110.09,103.27,269.79
10135,2011-05,10,1.25,3,12.5,33.0,106.0,100.0,79.66666666666667,-0.696969696969697,5,41.25,110.09,103.27
10135,2011-06,157,1.25,16,196.25,10.0,33.0,106.0,49.666666666666664,14.7,6,12.5,41.25,110.09
10135,2011-07,238,1.25,15,297.5,157.0,10.0,33.0,66.66666666666667,0.515923566878981,7,196.25,12.5,41.25
10135,2011-08,119,1.155,3,133.36,238.0,157.0,10.0,135.0,-0.5,8,297.5,196.25,12.5
10135,2011-09,68,1.518888888888889,1,94.68,119.0,238.0,157.0,171.33333333333334,-0.4285714285714286,9,133.36,297.5,196.25
10135,2011-10,84,1.7877777777777777,12,134.04,68.0,119.0,238.0,141.66666666666666,0.23529411764705888,10,94.68,133.36,297.5
10135,2011-11,177,1.4521052631578948,10,231.76,84.0,68.0,119.0,90.33333333333333,1.1071428571428572,11,134.04,94.68,133.36
10135,2011-12,68,1.492,2,94.68,177.0,84.0,68.0,109.66666666666667,-0.615819209039548,12,231.76,134.04,94.68
11001,2011-03,44,1.6900000000000002,0,74.36,16.0,64.0,241.0,107.0,1.75,3,27.04,108.16,407.28999999999996
11001,2011-04,51,1.69,2,86.19,44.0,16.0,64.0,41.333333333333336,0.15909090909090917,4,74.36,27.04,108.16
11001,2011-05,91,1.69,2,153.79,51.0,44.0,16.0,37.0,0.7843137254901962,5,86.19,74.36,27.04
11001,2011-06,246,1.69,13,415.74,91.0,51.0,44.0,62.0,1.7032967032967035,6,153.79,86.19,74.36
11001,2011-07,53,1.69,3,89.57,246.0,91.0,51.0,129.33333333333334,-0.7845528455284553,7,415.74,153.79,86.19
11001,2011-08,104,1.55,3,153.07999999999998,53.0,246.0,91.0,130.0,0.9622641509433962,8,89.57,415.74,153.79
11001,2011-09,100,1.85,5,172.2,104.0,53.0,246.0,134.33333333333334,-0.038461538461538436,9,153.07999999999998,89.57,415.74
11001,2011-10,114,2.442941176470588,10,221.46,100.0,104.0,53.0,85.66666666666667,0.1399999999999999,10,172.2,153.07999999999998,89.57
11001,2011-11,96,1.9185714285714286,4,167.04,114.0,100.0,104.0,106.0,-0.1578947368421053,11,221.46,172.2,153.07999999999998
11001,2011-12,36,2.09,3,65.64,96.0,114.0,100.0,103.33333333333333,-0.625,12,167.04,221.46,172.2
15030,2011-08,2,0.29,1,0.58,83.0,10.0,5.0,32.666666666666664,-0.9759036144578314,8,24.07,2.9,1.45
15030,2011-09,3,0.29,1,0.8699999999999999,2.0,83.0,10.0,31.666666666666668,0.5,9,0.58,24.07,2.9
15030,2011-10,20,0.29,2,5.8,3.0,2.0,83.0,29.333333333333332,5.666666666666667,10,0.8699999999999999,0.58,24.07
15030,2011-11,22,0.29,0,6.379999999999999,20.0,3.0,2.0,8.333333333333334,0.10000000000000009,11,5.8,0.8699999999999999,0.58
15030,2011-12,4,0.29,2,1.16,22.0,20.0,3.0,15.0,-0.8181818181818181,12,6.379999999999999,5.8,0.8699999999999999
15034,2011-03,135,0.14,4,18.900000000000002,51.0,189.0,160.0,133.33333333333334,1.6470588235294117,3,7.140000000000001,26.459999999999997,22.400000000000002
15034,2011-04,258,0.13416666666666668,4,34.230000000000004,135.0,51.0,189.0,125.0,0.9111111111111112,4,18.900000000000002,7.140000000000001,26.459999999999997
15034,2011-05,375,0.14,12,52.5,258.0,135.0,51.0,148.0,0.4534883720930232,5,34.230000000000004,18.900000000000002,7.140000000000001
15034,2011-06,855,0.12000000000000002,38,97.02000000000001,375.0,258.0,135.0,256.0,1.2799999999999998,6,52.5,34.230000000000004,18.900000000000002
15034,2011-07,142,0.14,5,19.88,855.0,375.0,258.0,496.0,-0.8339181286549707,7,97.02000000000001,52.5,34.230000000000004
15034,2011-08,108,0.14,0,15.120000000000001,142.0,855.0,375.0,457.3333333333333,-0.23943661971830987,8,19.88,97.02000000000001,52.5
15034,2011-09,285,0.14,5,39.900000000000006,108.0,142.0,855.0,368.3333333333333,1.6388888888888888,9,15.120000000000001,19.88,97.02000000000001
15034,2011-10,246,0.11900000000000002,6,28.77,285.0,108.0,142.0,178.33333333333334,-0.13684210526315788,10,39.900000000000006,15.120000000000001,19.88
15034,2011-11,497,0.14,18,69.58,246.0,285.0,108.0,213.0,1.0203252032520327,11,28.77,39.900000000000006,15.120000000000001
15036,2011-03,624,0.7334375,21,453.69,438.0,324.0,204.0,322.0,0.42465753424657526,3,323.1,237.06,153.0
15036,2011-04,785,0.8183333333333332,18,638.32,624.0,438.0,324.0,462.0,0.2580128205128205,4,453.69,323.1,237.06
15036,2011-05,1764,0.8241379310344827,56,1450.3500000000001,785.0,624.0,438.0,615.6666666666666,1.2471337579617834,5,638.32,453.69,323.1
15036,2011-06,2421,0.8191216216216215,133,1965.96,1764.0,785.0,624.0,1057.6666666666667,0.37244897959183665,6,1450.3500000000001,638.32,453.69
15036,2011-07,969,0.8187755102040816,39,789.4200000000001,2421.0,1764.0,785.0,1656.6666666666667,-0.5997521685254028,7,1965.96,1450.3500000000001,638.32
15036,2011-08,603,0.826764705882353,18,497.52000000000004,969.0,2421.0,1764.0,1718.0,-0.3777089783281734,8,789.4200000000001,1965.96,1450.3500000000001
15036,2011-09,324,0.8242105263157895,6,265.95000000000005,603.0,969.0,2421.0,1331.0,-0.4626865671641791,9,497.52000000000004,789.4200000000001,1965.96
15036,2011-10,675,0.8264516129032258,18,557.28,324.0,603.0,969.0,632.0,1.0833333333333335,10,265.95000000000005,497.52000000000004,789.4200000000001
15036,2011-11,831,0.8299999999999998,38,689.73,675.0,324.0,603.0,534.0,0.23111111111111104,11,557.28,265.95000000000005,497.52000000000004
15036,2011-12,48,0.83,0,39.84,831.0,675.0,324.0,610.0,-0.9422382671480144,12,689.73,557.28,265.95000000000005
15039,2011-04,94,0.85,10,79.89999999999999,10.0,42.0,32.0,28.0,8.4,4,8.5,35.7,27.2
15039,2011-05,192,0.8209090909090908,7,154.56,94.0,10.0,42.0,48.666666666666664,1.0425531914893615,5,79.89999999999999,8.5,35.7
15039,2011-06,245,0.8360869565217391,19,199.60999999999999,192.0,94.0,10.0,98.66666666666667,0.27604166666666674,6,154.56,79.89999999999999,8.5
15039,2011-07,110,0.85,4,93.5,245.0,192.0,94.0,177.0,-0.5510204081632653,7,199.60999999999999,154.56,79.89999999999999
15039,2011-08,65,0.85,1,55.25,110.0,245.0,192.0,182.33333333333334,-0.40909090909090906,8,93.5,199.60999999999999,154.56
15039,2011-09,37,0.85,4,31.45,65.0,110.0,245.0,140.0,-0.4307692307692308,9,55.25,93.5,199.60999999999999
15039,2011-10,90,0.7859999999999999,4,67.86,37.0,65.0,110.0,70.66666666666667,1.4324324324324325,10,31.45,55.25,93.5
15039,2011-11,51,0.85,13,43.35,90.0,37.0,65.0,64.0,-0.43333333333333335,11,67.86,31.45,55.25
15039,2011-12,7,0.85,6,5.95,51.0,90.0,37.0,59.333333333333336,-0.8627450980392157,12,43.35,67.86,31.45
15044A,2011-03,90,2.9214285714285717,11,254.70000000000002,9.0,39.0,6.0,18.0,9.0,3,26.550000000000004,115.05,17.700000000000003
15044A,2011-04,67,2.95,10,197.65000000000003,90.0,9.0,39.0,46.0,-0.25555555555555554,4,254.70000000000002,26.550000000000004,115.05
15044A,2011-05,70,2.95,7,206.50000000000003,67.0,90.0,9.0,55.333333333333336,0.04477611940298498,5,197.65000000000003,254.70000000000002,26.550000000000004
15044A,2011-06,106,2.95,18,312.70000000000005,70.0,67.0,90.0,75.66666666666667,0.5142857142857142,6,206.50000000000003,197.65000000000003,254.70000000000002
15044A,2011-07,62,2.95,6,182.90000000000003,106.0,70.0,67.0,81.0,-0.41509433962264153,7,312.70000000000005,206.50000000000003,197.65000000000003
15044A,2011-08,35,2.95,8,103.25000000000001,62.0,106.0,70.0,79.33333333333333,-0.4354838709677419,8,182.90000000000003,312.70000000000005,206.50000000000003
15044A,2011-09,35,2.9500000000000006,2,103.25000000000001,35.0,62.0,106.0,67.66666666666667,0.0,9,103.25000000000001,182.90000000000003,312.70000000000005
15044A,2011-10,9,2.9500000000000006,3,26.550000000000004,35.0,35.0,62.0,44.0,-0.7428571428571429,10,103.25000000000001,103.25000000000001,182.90000000000003
15044A,2011-11,34,3.2340000000000004,7,103.14000000000001,9.0,35.0,35.0,26.333333333333332,2.7777777777777777,11,26.550000000000004,103.25000000000001,103.25000000000001
15044A,2011-12,2,4.37,0,8.74,34.0,9.0,35.0,26.0,-0.9411764705882353,12,103.14000000000001,26.550000000000004,103.25000000000001
15044B,2011-03,45,2.85,2,121.95,14.0,42.0,3.0,19.666666666666668,2.2142857142857144,3,41.300000000000004,123.9,8.850000000000001
15044B,2011-04,33,2.9500000000000006,7,97.35000000000001,45.0,14.0,42.0,33.666666666666664,-0.2666666666666667,4,121.95,41.300000000000004,123.9
15044B,2011-05,115,2.905555555555556,10,317.65000000000003,33.0,45.0,14.0,30.666666666666668,2.484848484848485,5,97.35000000000001,121.95,41.300000000000004
15044B,2011-06,36,2.95,7,106.20000000000002,115.0,33.0,45.0,64.33333333333333,-0.6869565217391305,6,317.65000000000003,97.35000000000001,121.95
15044B,2011-07,30,2.95,4,88.5,36.0,115.0,33.0,61.333333333333336,-0.16666666666666663,7,106.20000000000002,317.65000000000003,97.35000000000001
15044B,2011-09,6,2.95,1,17.700000000000003,30.0,36.0,115.0,60.333333333333336,-0.8,9,88.5,106.20000000000002,317.65000000000003
15044C,2011-04,14,2.95,7,41.300000000000004,104.0,8.0,8.0,40.0,-0.8653846153846154,4,296.00000000000006,23.6,23.6
15044C,2011-05,35,2.95,5,103.25000000000001,14.0,104.0,8.0,42.0,1.5,5,41.300000000000004,296.00000000000006,23.6
15044C,2011-06,72,2.95,14,212.40000000000003,35.0,14.0,104.0,51.0,1.057142857142857,6,103.25000000000001,41.300000000000004,296.00000000000006
15044C,2011-07,47,2.95,6,138.65,72.0,35.0,14.0,40.333333333333336,-0.3472222222222222,7,212.40000000000003,103.25000000000001,41.300000000000004
15044C,2011-08,29,2.95,8,85.55000000000001,47.0,72.0,35.0,51.333333333333336,-0.3829787234042553,8,138.65,212.40000000000003,103.25000000000001
15044C,2011-09,41,2.95,4,120.95000000000002,29.0,47.0,72.0,49.333333333333336,0.4137931034482758,9,85.55000000000001,138.65,212.40000000000003
15044C,2011-10,13,2.95,6,38.35000000000001,41.0,29.0,47.0,39.0,-0.6829268292682926,10,120.95000000000002,85.55000000000001,138.65
15044C,2011-11,21,2.95,6,61.95,13.0,41.0,29.0,27.666666666666668,0.6153846153846154,11,38.35000000000001,120.95000000000002,85.55000000000001
15044C,2011-12,3,2.9500000000000006,2,8.850000000000001,21.0,13.0,41.0,25.0,-0.8571428571428572,12,61.95,38.35000000000001,120.95000000000002
15044D,2011-04,37,2.95,14,109.15,149.0,6.0,52.0,69.0,-0.7516778523489933,4,396.34999999999997,17.700000000000003,153.4
15044D,2011-05,67,2.95,6,197.65000000000003,37.0,149.0,6.0,64.0,0.8108108108108107,5,109.15,396.34999999999997,17.700000000000003
15044D,2011-06,55,2.95,18,162.25000000000003,67.0,37.0,149.0,84.33333333333333,-0.17910447761194026,6,197.65000000000003,109.15,396.34999999999997
15044D,2011-07,83,2.91,9,234.05,55.0,67.0,37.0,53.0,0.509090909090909,7,162.25000000000003,197.65000000000003,109.15
15044D,2011-08,59,2.95,11,174.05,83.0,55.0,67.0,68.33333333333333,-0.28915662650602414,8,234.05,162.25000000000003,197.65000000000003
15044D,2011-09,60,2.9000000000000004,3,166.20000000000002,59.0,83.0,55.0,65.66666666666667,0.016949152542372836,9,174.05,234.05,162.25000000000003
15044D,2011-10,43,2.87,3,116.05,60.0,59.0,83.0,67.33333333333333,-0.2833333333333333,10,166.20000000000002,174.05,234.05
15044D,2011-11,29,3.2340000000000004,6,88.39000000000001,43.0,60.0,59.0,54.0,-0.32558139534883723,11,116.05,166.20000000000002,174.05
15044D,2011-12,2,2.95,0,5.9,29.0,43.0,60.0,44.0,-0.9310344827586207,12,88.39000000000001,116.05,166.20000000000002
15056BL,2011-03,118,5.95,5,702.1,111.0,376.0,201.0,229.33333333333334,0.06306306306306309,3,660.45,2021.2,1171.95
15056BL,2011-04,102,5.95,9,606.9000000000001,118.0,111.0,376.0,201.66666666666666,-0.13559322033898302,4,702.1,660.45,2021.2
15056BL,2011-05,132,5.863043478260869,12,731.4,102.0,118.0,111.0,110.33333333333333,0.2941176470588236,5,606.9000000000001,702.1,660.45
15056BL,2011-06,405,5.31231884057971,65,1705.75,132.0,102.0,118.0,117.33333333333333,2.0681818181818183,6,731.4,606.9000000000001,702.1
15056BL,2011-07,396,5.7325,28,2157.0,405.0,132.0,102.0,213.0,-0.022222222222222254,7,1705.75,731.4,606.9000000000001
15056BL,2011-08,211,5.883333333333334,29,1195.45,396.0,405.0,132.0,311.0,-0.4671717171717171,8,2157.0,1705.75,731.4
15056BL,2011-09,252,5.847222222222222,17,1435.2,211.0,396.0,405.0,337.3333333333333,0.1943127962085307,9,1195.45,2157.0,1705.75
15056BL,2011-10,429,5.817924528301887,43,2363.55,252.0,211.0,396.0,286.3333333333333,0.7023809523809523,10,1435.2,1195.45,2157.0
15056BL,2011-11,267,5.934126984126984,52,1561.65,429.0,252.0,211.0,297.3333333333333,-0.3776223776223776,11,2363.55,1435.2,1195.45
15056BL,2011-12,181,5.95,8,1076.95,267.0,429.0,252.0,316.0,-0.32209737827715357,12,1561.65,2363.55,1435.2
15056N,2011-03,264,5.859090909090909,21,1462.8,130.0,222.0,154.0,168.66666666666666,1.0307692307692307,3,719.5,1280.1000000000001,870.4000000000001
15056N,2011-04,236,5.925,23,1377.2,264.0,130.0,222.0,205.33333333333334,-0.10606060606060608,4,1462.8,719.5,1280.1000000000001
15056N,2011-05,317,5.818421052631579,24,1751.15,236.0,264.0,130.0,210.0,0.3432203389830508,5,1377.2,1462.8,719.5
15056N,2011-06,977,5.395192307692308,90,4407.650000000001,317.0,236.0,264.0,272.3333333333333,2.082018927444795,6,1751.15,1377.2,1462.8
15056N,2011-07,524,5.761320754716982,38,2847.8,977.0,317.0,236.0,510.0,-0.4636642784032753,7,4407.650000000001,1751.15,1377.2
15056N,2011-08,453,5.9,60,2602.3500000000004,524.0,977.0,317.0,606.0,-0.1354961832061069,8,2847.8,4407.650000000001,1751.15
15056N,2011-09,308,5.878571428571429,15,1751.6000000000001,453.0,524.0,977.0,651.3333333333334,-0.3200883002207505,9,2602.3500000000004,2847.8,4407.650000000001
15056N,2011-10,311,5.903488372093023,32,1811.45,308.0,453.0,524.0,428.3333333333333,0.009740259740259827,10,1751.6000000000001,2602.3500000000004,2847.8
15056N,2011-11,194,5.916666666666667,51,1103.3,311.0,308.0,453.0,357.3333333333333,-0.3762057877813505,11,1811.45,1751.6000000000001,2602.3500000000004
15056N,2011-12,193,5.878571428571428,12,1136.3500000000001,194.0,311.0,308.0,271.0,-0.005154639175257714,12,1103.3,1811.45,1751.6000000000001
15056P,2011-03,35,5.95,6,208.25,25.0,22.0,53.0,33.333333333333336,0.3999999999999999,3,148.75,130.9,278.90000000000003
15056P,2011-04,74,5.883333333333334,5,413.30000000000007,35.0,25.0,22.0,27.333333333333332,1.1142857142857143,4,208.25,148.75,130.9
15056P,2011-05,46,5.807142857142857,3,246.70000000000002,74.0,35.0,25.0,44.666666666666664,-0.3783783783783784,5,413.30000000000007,208.25,148.75
15056P,2011-06,94,5.95,29,559.3000000000001,46.0,74.0,35.0,51.666666666666664,1.0434782608695654,6,246.70000000000002,413.30000000000007,208.25
15056P,2011-07,180,5.790476190476191,16,1008.9000000000001,94.0,46.0,74.0,71.33333333333333,0.9148936170212767,7,559.3000000000001,246.70000000000002,413.30000000000007
15056P,2011-08,69,5.95,15,410.55,180.0,94.0,46.0,106.66666666666667,-0.6166666666666667,8,1008.9000000000001,559.3000000000001,246.70000000000002
15056P,2011-09,54,5.95,10,321.3,69.0,180.0,94.0,114.33333333333333,-0.21739130434782605,9,410.55,1008.9000000000001,559.3000000000001
15056P,2011-10,55,5.878571428571428,7,300.25,54.0,69.0,180.0,101.0,0.0185185185185186,10,321.3,410.55,1008.9000000000001
15056P,2011-11,86,5.911538461538462,22,484.7,55.0,54.0,69.0,59.333333333333336,0.5636363636363637,11,300.25,321.3,410.55
15056P,2011-12,84,5.950000000000001,12,499.80000000000007,86.0,55.0,54.0,65.0,-0.023255813953488413,12,484.7,300.25,321.3
15058C,2011-07,30,3.9500000000000006,2,118.5,47.0,80.0,10.0,45.666666666666664,-0.36170212765957444,7,185.65,316.0,39.5
15060B,2011-03,25,3.75,5,93.75,17.0,56.0,50.0,41.0,0.47058823529411775,3,63.75,190.8,187.5
15060B,2011-04,3,3.75,0,11.25,25.0,17.0,56.0,32.666666666666664,-0.88,4,93.75,63.75,190.8
15060B,2011-05,49,3.75,8,183.75,3.0,25.0,17.0,15.0,15.333333333333332,5,11.25,93.75,63.75
15060B,2011-06,52,3.75,20,195.0,49.0,3.0,25.0,25.666666666666668,0.061224489795918435,6,183.75,11.25,93.75
15060B,2011-07,60,3.75,8,225.0,52.0,49.0,3.0,34.666666666666664,0.15384615384615374,7,195.0,183.75,11.25
15060B,2011-08,72,3.713636363636364,15,248.4,60.0,52.0,49.0,53.666666666666664,0.19999999999999996,8,225.0,195.0,183.75
15060B,2011-09,78,3.75,7,292.5,72.0,60.0,52.0,61.333333333333336,0.08333333333333326,9,248.4,225.0,195.0
15060B,2011-10,39,3.75,12,146.25,78.0,72.0,60.0,70.0,-0.5,10,292.5,248.4,225.0
15060B,2011-11,18,2.95,0,53.1,39.0,78.0,72.0,63.0,-0.5384615384615384,11,146.25,292.5,248.4
16008,2011-04,78,0.1366666666666667,2,10.32,27.0,20.0,14.0,20.333333333333332,1.8888888888888888,4,6.75,5.0,3.5
16008,2011-06,49,0.25,1,12.25,78.0,27.0,20.0,41.666666666666664,-0.3717948717948718,6,10.32,6.75,5.0
16008,2011-07,134,0.12,6,16.08,49.0,78.0,27.0,51.333333333333336,1.7346938775510203,7,12.25,10.32,6.75
16008,2011-08,566,0.11999999999999998,26,67.92,134.0,49.0,78.0,87.0,3.223880597014926,8,16.08,12.25,10.32
16008,2011-09,251,0.12,4,30.119999999999997,566.0,134.0,49.0,249.66666666666666,-0.5565371024734982,9,67.92,16.08,12.25
16008,2011-10,267,0.12000000000000001,6,32.04,251.0,566.0,134.0,317.0,0.06374501992031867,10,30.119999999999997,67.92,16.08
16008,2011-11,708,0.12,25,84.96000000000001,267.0,251.0,566.0,361.3333333333333,1.6516853932584268,11,32.04,30.119999999999997,67.92
16008,2011-12,285,0.11999999999999998,10,34.2,708.0,267.0,251.0,408.6666666666667,-0.597457627118644,12,84.96000000000001,32.04,30.119999999999997
16011,2011-03,102,0.21000000000000002,3,21.42,51.0,122.0,112.0,95.0,1.0,3,10.71,25.62,23.52
16011,2011-04,104,0.21000000000000002,3,21.84,102.0,51.0,122.0,91.66666666666667,0.019607843137254832,4,21.42,10.71,25.62
16011,2011-05,51,0.21,1,10.71,104.0,102.0,51.0,85.66666666666667,-0.5096153846153846,5,21.84,21.42,10.71
16011,2011-06,31,0.21,0,6.51,51.0,104.0,102.0,85.66666666666667,-0.3921568627450981,6,10.71,21.84,21.42
16011,2011-07,99,0.21000000000000002,2,20.79,31.0,51.0,104.0,62.0,2.193548387096774,7,6.51,10.71,21.84
16011,2011-08,369,0.21,13,77.49,99.0,31.0,51.0,60.333333333333336,2.727272727272727,8,20.79,6.51,10.71
16011,2011-09,48,0.21,0,10.08,369.0,99.0,31.0,166.33333333333334,-0.8699186991869918,9,77.49,20.79,6.51
16011,2011-10,58,0.21,1,12.18,48.0,369.0,99.0,172.0,0.20833333333333326,10,10.08,77.49,20.79
16011,2011-11,401,0.21,12,84.21,58.0,48.0,369.0,158.33333333333334,5.913793103448276,11,12.18,10.08,77.49
16011,2011-12,25,0.21,0,5.25,401.0,58.0,48.0,169.0,-0.9376558603491272,12,84.21,12.18,10.08
16012,2011-03,183,0.21,2,38.43,72.0,99.0,99.0,90.0,1.5416666666666665,3,15.120000000000001,20.79,20.79
16012,2011-04,28,0.21,0,5.88,183.0,72.0,99.0,118.0,-0.8469945355191257,4,38.43,15.120000000000001,20.79
16012,2011-05,99,0.21,3,20.79,28.0,183.0,72.0,94.33333333333333,2.5357142857142856,5,5.88,38.43,15.120000000000001
16012,2011-06,24,0.21,0,5.04,99.0,28.0,183.0,103.33333333333333,-0.7575757575757576,6,20.79,5.88,38.43
16012,2011-07,126,0.21000000000000002,2,26.46,24.0,99.0,28.0,50.333333333333336,4.25,7,5.04,20.79,5.88
16012,2011-09,24,0.21,0,5.04,126.0,24.0,99.0,83.0,-0.8095238095238095,9,26.46,5.04,20.79
16012,2011-11,192,0.21,3,40.32,24.0,126.0,24.0,58.0,7.0,11,5.04,26.46,5.04
16012,2011-12,26,0.21,2,5.46,192.0,24.0,126.0,114.0,-0.8645833333333334,12,40.32,5.04,26.46
16014,2011-03,108,0.395,3,42.66,28.0,10.0,205.0,81.0,2.857142857142857,3,9.06,4.2,69.9
16014,2011-04,33,0.42,2,13.86,108.0,28.0,10.0,48.666666666666664,-0.6944444444444444,4,42.66,9.06,4.2
16014,2011-05,250,0.37454545454545457,6,91.5,33.0,108.0,28.0,56.333333333333336,6.575757575757576,5,13.86,42.66,9.06
16014,2011-06,44,0.38666666666666666,2,16.48,250.0,33.0,108.0,130.33333333333334,-0.8240000000000001,6,91.5,13.86,42.66
16014,2011-07,60,0.42,0,25.200000000000003,44.0,250.0,33.0,109.0,0.36363636363636354,7,16.48,91.5,13.86
16014,2011-08,102,0.4075,5,40.14,60.0,44.0,250.0,118.0,0.7,8,25.200000000000003,16.48,91.5
16014,2011-09,88,0.4,1,34.260000000000005,102.0,60.0,44.0,68.66666666666667,-0.13725490196078427,9,40.14,25.200000000000003,16.48
16014,2011-10,50,0.42,2,21.0,88.0,102.0,60.0,83.33333333333333,-0.43181818181818177,10,34.260000000000005,40.14,25.200000000000003
16014,2011-11,160,0.4066666666666666,12,61.800000000000004,50.0,88.0,102.0,80.0,2.2,11,21.0,34.260000000000005,40.14
16014,2011-12,37,0.42,1,15.54,160.0,50.0,88.0,99.33333333333333,-0.76875,12,61.800000000000004,21.0,34.260000000000005
16015,2011-03,91,0.5,3,45.5,28.0,20.0,41.0,29.666666666666668,2.25,3,14.0,10.0,20.5
16015,2011-04,94,0.4533333333333333,4,39.44,91.0,28.0,20.0,46.333333333333336,0.03296703296703307,4,45.5,14.0,10.0
16015,2011-05,52,0.5,2,26.0,94.0,91.0,28.0,71.0,-0.44680851063829785,5,39.44,45.5,14.0
16015,2011-06,40,0.4533333333333333,2,17.2,52.0,94.0,91.0,79.0,-0.23076923076923073,6,26.0,39.44,45.5
16015,2011-08,34,0.5,3,17.0,40.0,52.0,94.0,62.0,-0.15000000000000002,8,17.2,26.0,39.44
16015,2011-10,30,0.5,3,15.0,34.0,40.0,52.0,42.0,-0.11764705882352944,10,17.0,17.2,26.0
16015,2011-11,60,0.5,5,30.0,30.0,34.0,40.0,34.666666666666664,1.0,11,15.0,17.0,17.2
16016,2011-03,91,0.85,3,77.35,89.0,40.0,30.0,53.0,0.022471910112359605,3,72.14,34.0,25.5
