CustomerID,TotalOrders,ActiveMonth,AvgOrderValue,Recency,PurchaseFrequency,clusters,Churn,segment,Customer_Text
12360.0,3,3,620.2366666666667,52,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 3
- Active Months: 3
- Avg Order Value: 620.24
- Recency: 52
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12361.0,1,1,174.9,287,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 174.90
- Recency: 287
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12362.0,10,8,459.402,3,1.25,2,0,Frequent Customers,"
       Customer Profile:
- Orders: 10
- Active Months: 8
- Avg Order Value: 459.40
- Recency: 3
- Frequency: 1.25
- Cluster: 2
- Churn Risk: No"
12363.0,2,2,249.675,109,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 249.68
- Recency: 109
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12364.0,4,4,349.1,7,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 4
- Active Months: 4
- Avg Order Value: 349.10
- Recency: 7
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12365.0,1,1,615.88,291,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 615.88
- Recency: 291
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12367.0,1,1,143.97,4,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 143.97
- Recency: 4
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12370.0,4,3,722.2950000000001,51,1.3333333333333333,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 4
- Active Months: 3
- Avg Order Value: 722.30
- Recency: 51
- Frequency: 1.3333333333333333
- Cluster: 1
- Churn Risk: No"
12371.0,1,1,1419.26,59,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 1419.26
- Recency: 59
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12372.0,3,3,357.33,71,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 3
- Active Months: 3
- Avg Order Value: 357.33
- Recency: 71
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12373.0,1,1,322.05,311,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 322.05
- Recency: 311
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12374.0,1,1,531.73,25,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 531.73
- Recency: 25
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12375.0,2,2,169.73000000000002,10,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 169.73
- Recency: 10
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12377.0,2,2,736.26,315,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 736.26
- Recency: 315
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12378.0,1,1,2319.418999999997,129,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 2319.42
- Recency: 129
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12379.0,2,2,379.6950000000001,81,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 379.70
- Recency: 81
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12380.0,4,4,503.075,21,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 4
- Active Months: 4
- Avg Order Value: 503.07
- Recency: 21
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12381.0,5,4,300.61400000000003,4,1.25,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 5
- Active Months: 4
- Avg Order Value: 300.61
- Recency: 4
- Frequency: 1.25
- Cluster: 1
- Churn Risk: No"
12383.0,5,5,258.784,184,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 5
- Active Months: 5
- Avg Order Value: 258.78
- Recency: 184
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12384.0,2,2,351.93,28,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 351.93
- Recency: 28
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12386.0,2,2,874.71,337,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 874.71
- Recency: 337
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12388.0,6,6,552.9783333333334,15,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 6
- Active Months: 6
- Avg Order Value: 552.98
- Recency: 15
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12390.0,1,1,425.29,79,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 425.29
- Recency: 79
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12391.0,1,1,412.55,21,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 412.55
- Recency: 21
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12393.0,4,3,373.975,72,1.3333333333333333,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 4
- Active Months: 3
- Avg Order Value: 373.98
- Recency: 72
- Frequency: 1.3333333333333333
- Cluster: 1
- Churn Risk: No"
12394.0,2,2,296.405,63,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 296.40
- Recency: 63
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12395.0,12,8,224.1541666666667,19,1.5,2,0,Frequent Customers,"
       Customer Profile:
- Orders: 12
- Active Months: 8
- Avg Order Value: 224.15
- Recency: 19
- Frequency: 1.5
- Cluster: 2
- Churn Risk: No"
12397.0,2,2,874.0450000000001,35,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 874.05
- Recency: 35
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12398.0,1,1,1378.33,45,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 1378.33
- Recency: 45
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12399.0,4,4,223.8,119,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 4
- Active Months: 4
- Avg Order Value: 223.80
- Recency: 119
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12401.0,1,1,32.85,303,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 32.85
- Recency: 303
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12402.0,1,1,195.6,323,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 195.60
- Recency: 323
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12403.0,1,1,317.0,49,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 317.00
- Recency: 49
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12405.0,1,1,1174.8000000000002,148,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 1174.80
- Recency: 148
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12406.0,2,2,1536.33,22,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 1536.33
- Recency: 22
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12407.0,5,4,282.374,49,1.25,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 5
- Active Months: 4
- Avg Order Value: 282.37
- Recency: 49
- Frequency: 1.25
- Cluster: 1
- Churn Risk: No"
12408.0,5,4,547.198,32,1.25,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 5
- Active Months: 4
- Avg Order Value: 547.20
- Recency: 32
- Frequency: 1.25
- Cluster: 1
- Churn Risk: No"
12409.0,3,2,1720.8199999999997,78,1.5,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 3
- Active Months: 2
- Avg Order Value: 1720.82
- Recency: 78
- Frequency: 1.5
- Cluster: 1
- Churn Risk: No"
12410.0,1,1,274.23,308,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 274.23
- Recency: 308
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12412.0,3,3,1006.78,74,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 3
- Active Months: 3
- Avg Order Value: 1006.78
- Recency: 74
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12413.0,3,3,828.8666666666668,66,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 3
- Active Months: 3
- Avg Order Value: 828.87
- Recency: 66
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12414.0,3,3,133.54,217,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 3
- Active Months: 3
- Avg Order Value: 133.54
- Recency: 217
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12415.0,20,10,2210.886,24,2.0,2,0,Frequent Customers,"
       Customer Profile:
- Orders: 20
- Active Months: 10
- Avg Order Value: 2210.89
- Recency: 24
- Frequency: 2.0
- Cluster: 2
- Churn Risk: No"
12417.0,9,8,350.9833333333333,3,1.125,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 9
- Active Months: 8
- Avg Order Value: 350.98
- Recency: 3
- Frequency: 1.125
- Cluster: 1
- Churn Risk: No"
12418.0,1,1,425.99,112,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 425.99
- Recency: 112
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12420.0,1,1,394.07,63,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 394.07
- Recency: 63
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12421.0,4,4,195.1275,15,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 4
- Active Months: 4
- Avg Order Value: 195.13
- Recency: 15
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12422.0,3,3,363.45666666666665,95,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 3
- Active Months: 3
- Avg Order Value: 363.46
- Recency: 95
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12423.0,8,8,320.40875,1,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 8
- Active Months: 8
- Avg Order Value: 320.41
- Recency: 1
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12424.0,2,1,641.5699999999999,162,2.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 1
- Avg Order Value: 641.57
- Recency: 162
- Frequency: 2.0
- Cluster: 1
- Churn Risk: No"
12425.0,1,1,661.8000000000001,78,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 661.80
- Recency: 78
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12426.0,1,1,892.16,194,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 892.16
- Recency: 194
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12427.0,3,3,297.15,21,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 3
- Active Months: 3
- Avg Order Value: 297.15
- Recency: 21
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12428.0,8,5,688.3525,25,1.6,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 8
- Active Months: 5
- Avg Order Value: 688.35
- Recency: 25
- Frequency: 1.6
- Cluster: 1
- Churn Risk: No"
12429.0,4,4,866.7175,9,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 4
- Active Months: 4
- Avg Order Value: 866.72
- Recency: 9
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12430.0,1,1,168.6,43,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 168.60
- Recency: 43
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12431.0,15,8,370.1186666666666,35,1.875,2,0,Frequent Customers,"
       Customer Profile:
- Orders: 15
- Active Months: 8
- Avg Order Value: 370.12
- Recency: 35
- Frequency: 1.875
- Cluster: 2
- Churn Risk: No"
12432.0,4,2,672.4275,42,2.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 4
- Active Months: 2
- Avg Order Value: 672.43
- Recency: 42
- Frequency: 2.0
- Cluster: 1
- Churn Risk: No"
12433.0,7,5,2319.418999999997,1,1.4,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 7
- Active Months: 5
- Avg Order Value: 2319.42
- Recency: 1
- Frequency: 1.4
- Cluster: 1
- Churn Risk: No"
12434.0,2,2,312.42,84,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 312.42
- Recency: 84
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12435.0,2,2,1523.295,79,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 1523.30
- Recency: 79
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12436.0,1,1,429.0100000000001,99,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 429.01
- Recency: 99
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12437.0,18,10,189.56666666666663,1,1.8,2,0,Frequent Customers,"
       Customer Profile:
- Orders: 18
- Active Months: 10
- Avg Order Value: 189.57
- Recency: 1
- Frequency: 1.8
- Cluster: 2
- Churn Risk: No"
12438.0,2,2,891.5450000000001,14,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 891.55
- Recency: 14
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12441.0,1,1,933.3,366,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 933.30
- Recency: 366
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12442.0,1,1,288.12,3,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 288.12
- Recency: 3
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12444.0,5,5,523.356,21,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 5
- Active Months: 5
- Avg Order Value: 523.36
- Recency: 21
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12445.0,1,1,77.4,22,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 77.40
- Recency: 22
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12446.0,1,1,734.36,57,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 734.36
- Recency: 57
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12447.0,1,1,759.5799999999999,243,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 759.58
- Recency: 243
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12448.0,1,1,283.95,44,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 283.95
- Recency: 44
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12449.0,4,4,853.9925000000001,22,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 4
- Active Months: 4
- Avg Order Value: 853.99
- Recency: 22
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12450.0,2,2,139.155,156,1.0,0,0,Dormant Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 139.16
- Recency: 156
- Frequency: 1.0
- Cluster: 0
- Churn Risk: No"
12451.0,5,4,1437.994,10,1.25,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 5
- Active Months: 4
- Avg Order Value: 1437.99
- Recency: 10
- Frequency: 1.25
- Cluster: 1
- Churn Risk: No"
12452.0,1,1,287.67,16,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 287.67
- Recency: 16
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12453.0,1,1,707.09,134,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 707.09
- Recency: 134
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12454.0,1,1,1260.61,56,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 1260.61
- Recency: 56
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12455.0,5,5,338.43600000000004,73,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 5
- Active Months: 5
- Avg Order Value: 338.44
- Recency: 73
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12456.0,3,3,882.7999999999998,44,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 3
- Active Months: 3
- Avg Order Value: 882.80
- Recency: 44
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12457.0,6,3,240.73166666666668,66,2.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 6
- Active Months: 3
- Avg Order Value: 240.73
- Recency: 66
- Frequency: 2.0
- Cluster: 1
- Churn Risk: No"
12458.0,2,2,353.575,71,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 353.57
- Recency: 71
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12461.0,1,1,419.08,154,1.0,0,0,Dormant Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 419.08
- Recency: 154
- Frequency: 1.0
- Cluster: 0
- Churn Risk: No"
12462.0,2,2,339.43,18,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 339.43
- Recency: 18
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12463.0,4,4,288.845,53,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 4
- Active Months: 4
- Avg Order Value: 288.85
- Recency: 53
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12464.0,4,3,22.6365,149,1.3333333333333333,0,0,Dormant Customers,"
       Customer Profile:
- Orders: 4
- Active Months: 3
- Avg Order Value: 22.64
- Recency: 149
- Frequency: 1.3333333333333333
- Cluster: 0
- Churn Risk: No"
12465.0,2,2,1068.6,17,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 1068.60
- Recency: 17
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12468.0,2,2,520.37,187,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 520.37
- Recency: 187
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12471.0,27,12,384.9074074074074,2,2.25,2,0,Frequent Customers,"
       Customer Profile:
- Orders: 27
- Active Months: 12
- Avg Order Value: 384.91
- Recency: 2
- Frequency: 2.25
- Cluster: 2
- Churn Risk: No"
12472.0,7,7,2319.418999999997,32,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 7
- Active Months: 7
- Avg Order Value: 2319.42
- Recency: 32
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12473.0,3,3,782.85,53,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 3
- Active Months: 3
- Avg Order Value: 782.85
- Recency: 53
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12474.0,18,9,378.5677777777778,17,2.0,2,0,Frequent Customers,"
       Customer Profile:
- Orders: 18
- Active Months: 9
- Avg Order Value: 378.57
- Recency: 17
- Frequency: 2.0
- Cluster: 2
- Churn Risk: No"
12475.0,1,1,597.31,53,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 597.31
- Recency: 53
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12476.0,10,8,385.51,15,1.25,2,0,Frequent Customers,"
       Customer Profile:
- Orders: 10
- Active Months: 8
- Avg Order Value: 385.51
- Recency: 15
- Frequency: 1.25
- Cluster: 2
- Churn Risk: No"
12477.0,6,5,1377.8233333333335,22,1.2,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 6
- Active Months: 5
- Avg Order Value: 1377.82
- Recency: 22
- Frequency: 1.2
- Cluster: 1
- Churn Risk: No"
12478.0,1,1,959.18,3,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 959.18
- Recency: 3
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12479.0,1,1,426.35,11,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 426.35
- Recency: 11
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12480.0,4,4,1577.77,28,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 4
- Active Months: 4
- Avg Order Value: 1577.77
- Recency: 28
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12481.0,10,7,971.832,22,1.4285714285714286,2,0,Frequent Customers,"
       Customer Profile:
- Orders: 10
- Active Months: 7
- Avg Order Value: 971.83
- Recency: 22
- Frequency: 1.4285714285714286
- Cluster: 2
- Churn Risk: No"
12483.0,8,7,376.18,17,1.1428571428571428,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 8
- Active Months: 7
- Avg Order Value: 376.18
- Recency: 17
- Frequency: 1.1428571428571428
- Cluster: 1
- Churn Risk: No"
12484.0,4,4,1356.4225,35,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 4
- Active Months: 4
- Avg Order Value: 1356.42
- Recency: 35
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12488.0,3,3,730.8766666666667,9,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 3
- Active Months: 3
- Avg Order Value: 730.88
- Recency: 9
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12489.0,1,1,382.86,336,1.0,0,1,Dormant Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 382.86
- Recency: 336
- Frequency: 1.0
- Cluster: 0
- Churn Risk: Yes"
12490.0,10,8,554.085,5,1.25,2,0,Frequent Customers,"
       Customer Profile:
- Orders: 10
- Active Months: 8
- Avg Order Value: 554.09
- Recency: 5
- Frequency: 1.25
- Cluster: 2
- Churn Risk: No"
12491.0,1,1,2319.418999999997,38,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 2319.42
- Recency: 38
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12492.0,2,2,113.60500000000002,63,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 113.61
- Recency: 63
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
12493.0,2,2,177.66000000000005,165,1.0,0,0,Dormant Customers,"
       Customer Profile:
- Orders: 2
- Active Months: 2
- Avg Order Value: 177.66
- Recency: 165
- Frequency: 1.0
- Cluster: 0
- Churn Risk: No"
12494.0,7,6,161.2271428571429,15,1.1666666666666667,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 7
- Active Months: 6
- Avg Order Value: 161.23
- Recency: 15
- Frequency: 1.1666666666666667
- Cluster: 1
- Churn Risk: No"
12497.0,1,1,290.13,81,1.0,1,0,Occasional Customers,"
       Customer Profile:
- Orders: 1
- Active Months: 1
- Avg Order Value: 290.13
- Recency: 81
- Frequency: 1.0
- Cluster: 1
- Churn Risk: No"
