StockCode,TotalQuantitySold,TotalRevenue,AvgMonthlyQuantity,AvgMonthlyRevenue,ActiveMonthCount,StdMonthlyQuantity,PeakMonthSale,TotalHolidayQuantity,HolidayRatio,AvgUnitPrice,PriceVariance,UniqueCustomersCount
17003,6732,2129.2599999999998,517.8461538461538,163.78923076923076,13,262.7365112788368,1057,4274,0.6348781937017232,0.32174496644295303,0.0052999751429281625,136
17007B,36,75.60000000000001,18.0,37.800000000000004,2,8.48528137423857,24,24,0.6666666666666666,2.1,0.0,2
17011F,177,125.19999999999999,44.25,31.299999999999997,4,67.37148259216704,144,129,0.7288135593220338,0.9136363636363637,0.34404545454545465,6
17012A,365,327.34999999999997,30.416666666666668,27.279166666666665,12,38.424562062526746,134,177,0.4849315068493151,1.0395348837209302,0.31018549280177177,21
17012B,444,414.9,37.0,34.574999999999996,12,38.71105080652622,152,165,0.3716216216216216,1.0358490566037735,0.3006132075471697,33
17012C,764,693.7,63.666666666666664,57.80833333333334,12,122.92224692007052,427,682,0.8926701570680629,1.0090425531914893,0.2554281056966368,37
17012D,526,486.2,52.6,48.62,10,63.90652896570463,197,304,0.5779467680608364,1.0442857142857143,0.29677846790890267,35
17012E,35,40.05,35.0,40.05,1,,35,0,0.0,1.8666666666666665,1.4008333333333332,3
17012F,828,726.0,82.8,72.6,10,150.78520410762385,501,662,0.7995169082125604,0.9367021276595744,0.14909545870510177,33
17013D,331,217.74,47.285714285714285,31.10571428571429,7,52.33136180696455,162,222,0.6706948640483383,0.8983333333333332,0.3806970588235294,10
17014A,85,38.85,14.166666666666666,6.4750000000000005,6,10.264826674945207,27,28,0.32941176470588235,0.6071428571428571,0.2123571428571428,7
17021,1221,356.58,93.92307692307692,27.429230769230767,13,42.317178423703886,168,819,0.6707616707616708,0.2955,0.00025291139240506285,30
17028J,6,2.52,6.0,2.52,1,,6,0,0.0,0.42,,1
17038,613,58.06,55.72727272727273,5.278181818181818,11,39.38042891866697,136,369,0.601957585644372,0.09555555555555556,0.00011794871794871781,18
17084A,402,84.42,57.42857142857143,12.06,7,84.91928941227496,250,275,0.6840796019900498,0.21,0.0,7
17084J,202,42.42,28.857142857142858,6.0600000000000005,7,9.352870707766172,50,25,0.12376237623762376,0.21,0.0,8
17084N,1351,282.36,103.92307692307692,21.720000000000002,13,74.54356839958488,300,868,0.6424870466321243,0.2090566037735849,4.716981132075463e-05,25
17084P,400,84.0,40.0,8.4,10,20.56966482738868,75,123,0.3075,0.21,0.0,12
17084R,972,197.37,88.36363636363636,17.94272727272727,11,51.358101069398444,189,621,0.6388888888888888,0.20305555555555554,0.00030753968253968304,16
17090A,167,187.15,20.875,23.39375,8,21.662591191795524,66,107,0.6407185628742516,1.2192307692307691,0.011815384615384618,9
17090D,97,121.25,16.166666666666668,20.208333333333332,6,24.701551908061703,66,82,0.845360824742268,1.25,0.0,6
17091A,219,162.39000000000001,36.5,27.065,6,32.745992121174154,82,125,0.5707762557077626,0.9138636363636364,0.18362426004228335,19
17091J,2512,1074.26,193.23076923076923,82.63538461538461,13,128.7744500060434,431,1696,0.6751592356687898,0.5394535519125683,0.11288871074280912,66
17096,367,71.67,52.42857142857143,10.23857142857143,7,27.663797900608554,91,145,0.39509536784741145,0.1975,0.0003666666666666663,12
17107D,286,729.3,23.833333333333332,60.775,12,22.666889481970806,86,202,0.7062937062937062,2.55,0.0,42
17109D,122,58.15,40.666666666666664,19.383333333333333,3,62.64449962553244,113,95,0.7786885245901639,0.7075,0.3510204545454545,4
17129F,416,302.69,46.22222222222222,33.632222222222225,9,38.703287256309956,114,270,0.6490384615384616,0.8336363636363636,0.05153011363636362,11
17136A,409,34.15,40.9,3.415,10,39.9206156710484,124,228,0.5574572127139364,0.0956,0.0018589999999999995,16
17164B,95,39.9,47.5,19.95,2,51.61879502661797,84,88,0.9263157894736842,0.42000000000000004,0.0,9
17165D,33,34.650000000000006,16.5,17.325000000000003,2,7.7781745930520225,22,12,0.36363636363636365,1.05,0.0,6
17174,19,7.98,9.5,3.99,2,10.606601717798213,17,19,1.0,0.42,0.0,3
17191A,8,30.0,4.0,15.0,2,0.0,4,8,1.0,3.75,0.0,1
18007,401,65.7,50.125,8.2125,8,29.10295763074851,94,208,0.5187032418952618,0.16956521739130434,0.001195256916996047,15
18094C,232,266.0,29.0,33.25,8,27.01851217221259,74,160,0.6896551724137931,1.202,0.017600000000000008,13
18097A,5,12.75,1.6666666666666667,4.25,3,0.5773502691896257,2,1,0.2,2.55,0.0,4
18097C,572,1395.6,47.666666666666664,116.3,12,58.18361739642297,218,393,0.6870629370629371,2.5184210526315787,0.018189473684210533,43
18098C,274,783.1,34.25,97.8875,8,50.66063560596135,137,185,0.6751824817518248,2.9228813559322036,0.010286382232612537,24
20615,269,276.7,20.692307692307693,21.284615384615385,13,25.0445756448531,70,107,0.39776951672862454,1.5292307692307692,0.991630769230769,28
20616,125,122.78999999999999,10.416666666666666,10.2325,12,10.246581100173085,29,84,0.672,1.315945945945946,1.0278414414414416,19
20617,137,259.78000000000003,13.7,25.978,10,21.276225646899352,73,97,0.708029197080292,2.0690243902439023,0.25969402439024364,20
20618,170,325.02000000000004,14.166666666666666,27.085000000000004,12,24.590587014078576,91,144,0.8470588235294118,2.0064912280701757,0.03012318295739348,20
20619,214,362.78000000000003,19.454545454545453,32.980000000000004,11,29.595147022319846,103,162,0.7570093457943925,2.2037500000000003,0.7724394230769231,16
20622,209,338.07,17.416666666666668,28.1725,12,19.856111188124213,70,124,0.5933014354066986,1.9215555555555555,0.09994070707070705,24
20652,272,349.68,22.666666666666668,29.14,12,25.57460861989106,78,194,0.7132352941176471,1.4068518518518518,0.16830499650593986,26
20653,34,44.92,8.5,11.23,4,5.446711546122731,13,20,0.5882352941176471,1.5957142857142856,0.3485952380952381,5
20654,249,281.61,19.153846153846153,21.662307692307692,13,35.655402007377404,135,184,0.7389558232931727,1.1925581395348837,0.007795681063122915,21
20655,289,336.45,22.23076923076923,25.88076923076923,13,36.203484745149986,133,266,0.9204152249134948,1.283857142857143,0.09051389233954453,20
20657,187,211.09,18.7,21.109,10,41.15836623471723,135,160,0.8556149732620321,1.2597058823529412,0.10066960784313722,20
20658,709,886.25,70.9,88.625,10,110.60083383250075,376,502,0.7080394922425952,1.25,0.0,44
20659,238,294.48,19.833333333333332,24.540000000000003,12,36.36640141002614,133,209,0.8781512605042017,1.4002083333333333,0.23615101950354614,18
20661,11,46.650000000000006,3.6666666666666665,15.550000000000002,3,3.785938897200183,8,3,0.2727272727272727,4.978571428571429,1.9203809523809519,3
20662,13,52.55,4.333333333333333,17.516666666666666,3,3.0550504633038935,7,5,0.38461538461538464,4.572857142857143,2.3044571428571428,4
20663,6,20.540000000000003,2.0,6.846666666666668,3,1.0,3,6,1.0,3.4233333333333333,1.3442666666666665,3
20664,8,23.6,8.0,23.6,1,,8,4,0.5,2.95,0.0,3
20665,499,1467.2500000000002,45.36363636363637,133.38636363636365,11,29.47973109535678,119,304,0.6092184368737475,2.946610169491526,0.0013559322033898358,58
20666,6,17.700000000000003,2.0,5.900000000000001,3,1.0,3,4,0.6666666666666666,2.9500000000000006,0.0,4
20667,1,2.95,1.0,2.95,1,,1,0,0.0,2.95,,1
20668,6594,782.64,507.2307692307692,60.20307692307692,13,630.2231289850383,2048,4650,0.705186533212011,0.11885714285714286,2.162826420890937e-05,111
20669,428,535.0,42.8,53.5,10,44.56406125518135,157,338,0.7897196261682243,1.25,0.0,36
20670,11,43.81,1.8333333333333333,7.301666666666667,6,0.752772652709081,3,9,0.8181818181818182,4.2122222222222225,2.2404444444444445,5
20671,12,15.0,12.0,15.0,1,,12,4,0.3333333333333333,1.25,0.0,2
20674,1612,1990.56,124.0,153.12,13,61.11055555303028,279,877,0.544044665012407,1.2510612244897958,0.006739033121445297,101
20675,3079,3721.71,236.84615384615384,286.2853846153846,13,135.48114638443616,489,1928,0.6261773303020461,1.2409230769230768,0.006001202293850104,149
20676,4627,5530.88,355.9230769230769,425.4523076923077,13,230.00560193846786,963,3002,0.6488005186946185,1.2379218106995884,0.012631754698570268,185
20677,3240,3884.05,249.23076923076923,298.7730769230769,13,91.14288584977788,375,1926,0.5944444444444444,1.2488115942028986,0.024847130097741848,133
20678,4,6.6,4.0,6.6,1,,4,4,1.0,1.65,,1
20679,2085,11960.85,160.3846153846154,920.0653846153847,13,74.83263376978708,283,1439,0.690167865707434,5.892141230068337,0.05895065580761584,140
20681,145,471.25,36.25,117.8125,4,23.613202521753237,62,40,0.27586206896551724,3.25,0.0,29
20682,1506,4821.42,115.84615384615384,370.8784615384615,13,59.977559906249034,213,919,0.6102257636122178,3.3083512544802867,0.25034691214770066,138
20684,109,354.25,13.625,44.28125,8,10.28087683864701,31,56,0.5137614678899083,3.25,0.0,30
20685,2564,17102.13,197.23076923076923,1315.5484615384617,13,101.50299982935961,352,1418,0.5530421216848674,6.7638421052631585,0.20532537176273977,58
20686,414,1348.88,31.846153846153847,103.76,13,35.07336632889728,129,303,0.7318840579710145,3.279391304347826,0.09934260869565212,51
20694,51,191.25,8.5,31.875,6,7.867655305108378,20,39,0.7647058823529411,3.75,0.0,9
20695,10,42.5,2.5,10.625,4,2.3804761428476167,6,8,0.8,4.25,0.0,4
20696,56,210.0,9.333333333333334,35.0,6,8.687155268939692,25,37,0.6607142857142857,3.75,0.0,10
20697,19,48.449999999999996,3.1666666666666665,8.075,6,1.4719601443879746,5,6,0.3157894736842105,2.55,0.0,8
20698,20,50.99999999999999,5.0,12.749999999999998,4,2.160246899469287,8,10,0.5,2.55,0.0,7
20699,31,79.05,3.875,9.88125,8,2.7998724460742337,8,14,0.45161290322580644,2.55,0.0,11
20700,10,37.5,3.3333333333333335,12.5,3,2.0816659994661326,5,4,0.4,3.75,0.0,4
20701,6,22.5,3.0,11.25,2,2.8284271247461903,5,5,0.8333333333333334,3.75,0.0,3
20702,173,735.25,17.3,73.525,10,10.541452566995794,35,102,0.5895953757225434,4.25,0.0,31
20703,1,4.25,1.0,4.25,1,,1,0,0.0,4.25,,1
20704,255,732.25,19.615384615384617,56.32692307692308,13,29.536808847996376,80,118,0.4627450980392157,4.667391304347826,6.340579710144929,38
20705,170,571.5,13.076923076923077,43.96153846153846,13,18.254960688634466,56,84,0.49411764705882355,5.283333333333333,5.691056910569107,27
20707,218,276.69,16.76923076923077,21.283846153846152,13,15.759409073914362,53,141,0.6467889908256881,1.5120454545454545,0.2727422304439742,20
20711,3211,6217.22,267.5833333333333,518.1016666666667,12,120.18580942806345,485,1864,0.5805045157271878,2.009920634920635,0.01333818997094861,152
20712,7205,14213.88,554.2307692307693,1093.3753846153845,13,257.3687865839451,1157,4472,0.6206800832755032,2.0366122961104143,0.03748876030087701,248
20713,6186,11976.95,562.3636363636364,1088.8136363636365,11,181.93695211653556,876,3748,0.6058842547688329,2.0145327102803736,0.04820734760231539,207
20716,356,439.87,50.857142857142854,62.83857142857143,7,26.409774525281176,96,194,0.5449438202247191,1.2472857142857143,0.0005157142857142841,31
20717,2697,3346.35,207.46153846153845,257.41153846153844,13,141.77247933726733,466,1805,0.6692621431219874,1.2641866028708133,0.021470439916009738,150
20718,5482,6757.79,421.6923076923077,519.83,13,252.5745383760949,1026,3719,0.6784020430499818,1.2605007824726135,0.021787836598132854,236
20719,8521,7052.14,655.4615384615385,542.4723076923077,13,245.44266655189062,1072,5164,0.6060321558502523,0.8454632972322502,0.004845779072970578,238
20723,7223,6054.79,555.6153846153846,465.75307692307695,13,222.9680614129665,862,4436,0.6141492454658729,0.8591228070175437,0.012088062691232467,230
20724,12145,10078.2,934.2307692307693,775.2461538461539,13,343.53266556135867,1576,7735,0.6368876080691642,0.8483276157804459,0.006307501159460835,335
20725,19158,31246.14,1473.6923076923076,2403.5492307692307,13,495.05999377438843,2142,11650,0.608101054389811,1.6585216525634643,0.04456160822117207,532
20726,10864,17818.32,835.6923076923077,1370.6399999999999,13,344.65910322505255,1362,6596,0.6071428571428571,1.659154518950437,0.032018832415742195,372
20727,13411,21883.95,1031.6153846153845,1683.3807692307694,13,434.93209018986295,1696,8529,0.6359704720005965,1.6445285215366703,0.0010649785104511944,458
20728,12773,20883.809999999998,982.5384615384615,1606.446923076923,13,553.0236003681059,2212,7577,0.5932044155640804,1.6592408376963348,0.03723845407447785,479
20731,72,90.0,12.0,15.0,6,9.899494936611665,27,13,0.18055555555555555,1.25,0.0,8
20733,369,302.64,28.384615384615383,23.279999999999998,13,31.380828705698807,117,181,0.4905149051490515,0.8416176470588235,0.0007391352063213328,30
20735,153,123.03,13.909090909090908,11.184545454545455,11,22.119921091425915,79,121,0.7908496732026143,0.8444680851063829,0.0007035152636447741,11
20749,1135,7207.249999999999,94.58333333333333,600.6041666666666,12,83.66867376561535,339,763,0.6722466960352423,6.3500000000000005,0.0,20
20750,1123,7131.049999999999,86.38461538461539,548.5423076923076,13,93.88072083015629,377,667,0.5939447907390917,6.35,0.0,23
20751,1436,2993.46,110.46153846153847,230.26615384615386,13,73.0782860871538,295,930,0.6476323119777159,2.096996336996337,0.0012269742512389594,127
20752,524,1100.4,43.666666666666664,91.7,12,25.539037261463566,87,331,0.6316793893129771,2.1,0.0,91
20754,1768,3635.31,147.33333333333334,302.9425,12,95.35611086232429,349,1138,0.6436651583710408,2.0930843373493975,0.0027943286188231303,153
20755,375,318.75,34.09090909090909,28.977272727272727,11,41.62560400872171,155,214,0.5706666666666667,0.85,0.0,44
20756,83,70.55,10.375,8.81875,8,8.19298480408697,22,45,0.5421686746987951,0.85,0.0,20
20757,210,180.83999999999997,23.333333333333332,20.09333333333333,9,29.563490998188964,96,154,0.7333333333333333,0.8997872340425531,0.03714560592044402,30
20758,261,221.84999999999997,20.076923076923077,17.065384615384612,13,21.35595755467132,76,187,0.7164750957854407,0.85,0.0,35
20759,87,73.94999999999999,7.909090909090909,6.722727272727272,11,10.501947871271742,38,60,0.6896551724137931,0.85,0.0,17
20760,80,68.0,10.0,8.5,8,7.111359122659224,24,38,0.475,0.8499999999999999,0.0,18
20761,140,532.42,10.76923076923077,40.95538461538461,13,7.154879991467899,26,96,0.6857142857142857,3.8022535211267603,0.19386056338028176,46
20762,141,539.88,11.75,44.99,12,6.136700327463522,24,86,0.6099290780141844,3.8964473684210525,0.5288312105263159,42
20763,168,393.71000000000004,14.0,32.80916666666667,12,24.89979919597746,88,155,0.9226190476190477,3.5242,0.9941799591836736,24
20764,264,1008.55,20.307692307692307,77.58076923076922,13,22.186274343178244,79,200,0.7575757575757576,3.909913793103448,0.5726443403298355,45
20765,129,498.59,9.923076923076923,38.35307692307692,13,5.298766184398315,20,86,0.6666666666666666,3.9067605633802818,0.564965070422535,45
20766,225,836.7,17.307692307692307,64.36153846153846,13,18.41369334392486,55,185,0.8222222222222222,3.903953488372093,0.6388006566347466,41
20767,335,846.92,25.76923076923077,65.14769230769231,13,25.275659721537924,107,231,0.6895522388059702,2.5980219780219778,0.12898715506715516,50
20768,216,541.0600000000001,16.615384615384617,41.620000000000005,13,18.97603076488188,72,145,0.6712962962962963,2.581111111111111,0.09596164874551964,31
20769,92,239.42000000000002,10.222222222222221,26.602222222222224,9,5.068968775248516,18,63,0.6847826086956522,2.6117948717948716,0.14892564102564113,21
20770,199,471.0,16.583333333333332,39.25,12,26.390281728260685,94,155,0.7788944723618091,2.5229999999999997,0.011654081632653048,24
20771,103,265.06,10.3,26.506,10,12.338287293353698,42,66,0.6407766990291263,2.615135135135135,0.15697567567567577,21
20772,263,648.76,23.90909090909091,58.97818181818182,11,33.91593886494828,124,166,0.6311787072243346,2.5725373134328358,0.09362225237449118,40
20773,84,138.6,8.4,13.86,10,7.3816589523554175,22,54,0.6428571428571429,1.65,0.0,21
20774,82,135.3,9.11111111111111,15.033333333333335,9,6.293735862833069,20,58,0.7073170731707317,1.65,0.0,21
20775,91,150.14999999999998,9.1,15.014999999999997,10,8.55634916954136,27,63,0.6923076923076923,1.65,0.0,19
20777,113,186.45,10.272727272727273,16.95,11,11.84981779683476,42,44,0.3893805309734513,1.65,0.0,32
20778,19,31.349999999999998,4.75,7.8374999999999995,4,2.5,8,8,0.42105263157894735,1.65,0.0,8
20780,49,258.93,9.8,51.786,5,14.584238067173754,35,23,0.46938775510204084,5.457692307692308,0.027138461538461566,12
20781,45,236.43,4.5,23.643,10,5.400617248673217,15,32,0.7111111111111111,5.158125,1.0990415322580644,19
20782,49,261.93,5.444444444444445,29.103333333333335,9,4.901813723284247,17,25,0.5102040816326531,5.217692307692308,0.9254104615384616,11
20793,10,67.5,2.5,16.875,4,1.7320508075688772,5,4,0.4,6.75,0.0,4
20794,91,228.45,10.11111111111111,25.383333333333333,9,8.358295945413223,28,28,0.3076923076923077,2.525,0.011249999999999987,15
20795,44,92.4,7.333333333333333,15.4,6,3.9327683210006996,12,19,0.4318181818181818,2.1,0.0,6
20796,127,209.54999999999998,21.166666666666668,34.925,6,34.94233344621774,92,96,0.7559055118110236,1.65,0.0,8
20798,36,75.60000000000001,18.0,37.800000000000004,2,11.313708498984761,26,8,0.2222222222222222,2.1,0.0,5
20801,1276,1036.64,212.66666666666666,172.77333333333334,6,193.17832866723603,459,843,0.6606583072100314,0.8769767441860465,0.17517898768809842,47
20802,783,1060.29,65.25,88.3575,12,67.90116480457594,201,519,0.6628352490421456,1.5453658536585366,0.10394616079494128,40
20803,1022,427.1099999999999,170.33333333333334,71.18499999999999,6,186.40886960299574,466,693,0.678082191780822,0.45042857142857146,0.06551720496894409,26
20816,8,15.6,8.0,15.6,1,,8,0,0.0,1.95,0.0,1
20818,12,20.0,6.0,10.0,2,5.656854249492381,10,10,0.8333333333333334,2.5,3.125,2
20819,71,269.96000000000004,8.875,33.745000000000005,8,8.790213714288017,28,42,0.5915492957746479,3.8696774193548387,0.4440032258064518,14
20820,5,24.75,2.5,12.375,2,0.7071067811865476,3,3,0.6,4.95,0.0,2
20821,34,168.3,6.8,33.660000000000004,5,9.833615815151617,24,32,0.9411764705882353,4.95,0.0,5
20823,226,178.54,75.33333333333333,59.51333333333333,3,81.54344445345275,166,159,0.7035398230088495,0.7900000000000001,0.0,6
20826,267,124.88999999999999,66.75,31.222499999999997,4,75.5926583736807,162,174,0.651685393258427,0.6783333333333333,0.45346969696969697,7
20827,107,41.730000000000004,107.0,41.730000000000004,1,,107,80,0.7476635514018691,0.38999999999999996,0.0,1
20828,1375,3457.65,105.76923076923077,265.9730769230769,13,57.96285282568749,232,808,0.5876363636363636,2.543959731543624,0.002690665039658331,116
